JURISDICTION,YEAR,POPULATION,MURDER,RAPE,ROBBERY,AGG. ASSAULT,B & E,LARCENY THEFT,M/V THEFT,GRAND TOTAL,PERCENT CHANGE,VIOLENT CRIME TOTAL,VIOLENT CRIME PERCENT,VIOLENT CRIME PERCENT CHANGE,PROPERTY CRIME TOTALS,PROPERTY CRIME PERCENT,PROPERTY CRIME PERCENT CHANGE,"OVERALL CRIME RATE PER 100,000 PEOPLE","OVERALL PERCENT CHANGE PER 100,000 PEOPLE","VIOLENT CRIME RATE PER 100,000 PEOPLE","VIOLENT CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","PROPERTY CRIME RATE PER 100,000 PEOPLE","PROPERTY CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","MURDER PER 100,000 PEOPLE","RAPE PER 100,000 PEOPLE","ROBBERY PER 100,000 PEOPLE","AGG. ASSAULT PER 100,000 PEOPLE","B & E PER 100,000 PEOPLE","LARCENY THEFT PER 100,000 PEOPLE","M/V THEFT PER 100,000 PEOPLE","MURDER  RATE PERCENT CHANGE PER 100,000 PEOPLE","RAPE RATE PERCENT CHANGE PER 100,000 PEOPLE","ROBBERY RATE PERCENT CHANGE PER 100,000 PEOPLE","AGG. ASSAULT  RATE PERCENT CHANGE PER 100,000 PEOPLE","B & E RATE PERCENT CHANGE PER 100,000 PEOPLE","LARCENY THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE","M/V THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE"
Howard County,01/01/1998 12:00:00 AM,230639,6,41,187,207,1213,5457,612,7723,-16.8,441,5.7,-20.4,7282,94.3,-16.6,3348.5,-21.8,191.2,-25.2,3157.3,-21.6,2.6,17.8,81.1,89.8,525.9,2366,265.3,463.8,16.7,-20.8,-34.7,-23.9,-20.9,-23.6
Howard County,01/01/1999 12:00:00 AM,238083,6,29,240,215,1317,5261,704,7772,0.6,490,6.3,11.1,7282,93.7,0,3264.4,-2.5,205.8,7.6,3058.6,-3.1,2.5,12.2,100.8,90.3,553.2,2209.7,295.7,-3.1,-31.5,24.3,0.6,5.2,-6.6,11.4
Howard County,01/01/2000 12:00:00 AM,247842,7,37,166,293,1271,5574,486,7834,0.8,503,6.4,2.7,7331,93.6,0.7,3160.9,-3.2,203,-1.4,2957.9,-3.3,2.8,14.9,67,118.2,512.8,2249,196.1,12.1,22.6,-33.6,30.9,-7.3,1.8,-33.7
Howard County,01/01/2001 12:00:00 AM,251523,5,34,199,277,1584,5757,588,8444,7.8,515,6.1,2.4,7929,93.9,8.2,3357.1,6.2,204.8,0.9,3152.4,6.6,2,13.5,79.1,110.1,629.8,2288.9,233.8,-29.6,-9.5,18.1,-6.8,22.8,1.8,19.2
Howard County,01/01/2002 12:00:00 AM,255406,7,38,218,210,1294,5469,619,7855,-7,473,6,-8.2,7382,94,-6.9,3075.5,-8.4,185.2,-9.6,2890.3,-8.3,2.7,14.9,85.4,82.2,506.6,2141.3,242.4,37.9,10.1,7.9,-25.3,-19.6,-6.4,3.7
Howard County,01/01/2003 12:00:00 AM,262537,7,46,225,271,1158,5148,682,7537,-4,549,7.3,16.1,6988,92.7,-5.3,2870.8,-6.7,209.1,12.9,2661.7,-7.9,2.7,17.5,85.7,103.2,441.1,1960.9,259.8,-2.7,17.8,0.4,25.5,-12.9,-8.4,7.2
Howard County,01/01/2004 12:00:00 AM,266623,1,40,224,344,1167,5091,598,7465,-1,609,8.2,10.9,6856,91.8,-1.9,2799.8,-2.5,228.4,9.2,2571.4,-3.4,0.4,15,84,129,437.7,1909.4,224.3,-85.9,-14.4,-2,25,-0.8,-2.6,-13.7
Howard County,01/01/2005 12:00:00 AM,268769,4,42,263,306,1225,5409,544,7793,4.4,615,7.9,1,7178,92.1,4.7,2899.5,3.6,228.8,0.2,2670.7,3.9,1.5,15.6,97.9,113.9,455.8,2012.5,202.4,296.8,4.2,16.5,-11.8,4.1,5.4,-9.8
Howard County,01/01/2006 12:00:00 AM,270195,5,42,279,298,1324,5180,656,7784,-0.1,624,8,1.5,7160,92,-0.3,2880.9,-0.6,230.9,0.9,2649.9,-0.8,1.9,15.5,103.3,110.3,490,1917.1,242.8,24.3,-0.5,5.5,-3.1,7.5,-4.7,20
Howard County,01/01/2007 12:00:00 AM,273642,5,36,247,302,1242,5444,551,7827,0.6,590,7.5,-5.4,7237,92.5,1.1,2860.3,-0.7,215.6,-6.6,2644.7,-0.2,1.8,13.2,90.3,110.4,453.9,1989.5,201.4,-1.3,-15.4,-12.6,0.1,-7.4,3.8,-17.1
Howard County,01/01/2008 12:00:00 AM,274874,4,36,259,406,1376,6346,534,8961,14.5,705,7.9,19.5,8256,92.1,14.1,3260,14,256.5,19,3003.6,13.6,1.5,13.1,94.2,147.7,500.6,2308.7,194.3,-20.4,-0.4,4.4,33.8,10.3,16,-3.5
Howard County,01/01/2009 12:00:00 AM,279350,2,44,262,443,1209,5418,393,7771,-13.3,751,9.7,6.5,7020,90.3,-15,2781.8,-14.7,268.8,4.8,2513,-16.3,0.7,15.8,93.8,158.6,432.8,1939.5,140.7,-50.8,20.3,-0.5,7.4,-13.5,-16,-27.6
Howard County,01/01/2010 12:00:00 AM,286963,5,26,222,313,1393,5023,389,7371,-5.1,566,7.7,-24.6,6805,92.3,-3.1,2568.6,-7.7,197.2,-26.6,2371.4,-5.6,1.7,9.1,77.4,109.1,485.4,1750.4,135.6,143.4,-42.5,-17.5,-31.2,12.2,-9.8,-3.6
Howard County,01/01/2011 12:00:00 AM,289807,6,33,215,354,1110,5094,374,7186,-2.5,608,8.5,7.4,6578,91.5,-3.3,2479.6,-3.5,209.8,6.4,2269.8,-4.3,2.1,11.4,74.2,122.2,383,1757.7,129.1,18.8,25.7,-4.1,12,-21.1,0.4,-4.8
Howard County,01/01/2012 12:00:00 AM,295972,5,33,178,364,1185,4921,313,6999,-2.6,580,8.3,-4.6,6419,91.7,-2.4,2364.8,-4.6,196,-6.6,2168.8,-4.4,1.7,11.1,60.1,123,400.4,1662.7,105.8,-18.4,-2.1,-18.9,0.7,4.5,-5.4,-18.1
Howard County,01/01/2013 12:00:00 AM,303727,5,40,204,376,1032,4840,254,6751,-3.5,625,9.3,7.8,6126,90.7,-4.6,2222.7,-6,205.8,5,2016.9,-7,1.6,13.2,67.2,123.8,339.8,1593.5,83.6,-2.6,18.1,11.7,0.7,-15.1,-4.2,-20.9
Howard County,01/01/2014 12:00:00 AM,309341,5,40,201,368,869,4629,231,6343,-6,614,9.7,-1.8,5729,90.3,-6.5,2050.5,-7.7,198.5,-3.5,1852,-8.2,1.6,12.9,65,119,280.9,1496.4,74.7,-1.8,-1.8,-3.3,-3.9,-17.3,-6.1,-10.7
Howard County,01/01/2015 12:00:00 AM,313717,2,69,226,426,787,4321,208,6039,-4.8,723,12,17.8,5316,88,-7.2,1925,-6.1,230.5,16.1,1694.5,-8.5,0.6,22,72,135.8,250.9,1377.4,66.3,-60.6,70.1,10.9,14.1,-10.7,-8,-11.2
Howard County,01/01/2016 12:00:00 AM,316777,6,66,202,447,840,4391,306,6258,3.6,721,11.5,-0.3,5537,88.5,4.2,1975.5,2.6,227.6,-1.2,1747.9,-8.5,1.9,20.8,63.8,141.1,265.2,1386.1,96.6,197.1,-5.3,-11.5,3.9,5.7,0.6,45.7
Kent County,01/01/1975 12:00:00 AM,16640,0,1,6,42,226,314,21,610,,49,8,,561,92,,3665.9,,294.5,,3371.4,,0,6,36.1,252.4,1358.2,1887,126.2,,,,,,,
Kent County,01/01/1976 12:00:00 AM,16785,0,9,4,90,142,254,21,520,-14.8,103,19.8,110.2,417,80.2,-25.7,3098,-15.5,613.6,108.4,2484.4,-26.3,0,53.6,23.8,536.2,846,1513.3,125.1,0,792.2,-33.9,112.4,-37.7,-19.8,-0.9
Kent County,01/01/1977 12:00:00 AM,16200,0,1,4,17,120,221,26,389,-25.2,22,5.7,-78.6,367,94.3,-12,2401.2,-22.5,135.8,-77.9,2265.4,-8.8,0,6.2,24.7,104.9,740.7,1364.2,160.5,0,-88.5,3.6,-80.4,-12.4,-9.9,28.3
Kent County,01/01/1978 12:00:00 AM,16647,2,4,1,19,140,259,21,446,14.7,26,5.8,18.2,420,94.2,14.4,2679.2,11.6,156.2,15,2523,11.4,12,24,6,114.1,841,1555.8,126.1,1201.4,289.3,-75.7,8.8,13.5,14,-21.4
Kent County,01/01/1979 12:00:00 AM,16225,0,1,11,36,136,302,26,512,14.8,48,9.4,84.6,464,90.6,10.5,3155.6,17.8,295.8,89.4,2859.8,13.3,0,6.2,67.8,221.9,838.2,1861.3,160.2,-100,-74.3,1028.6,94.4,-0.3,19.6,27
Kent County,01/01/1980 12:00:00 AM,16680,0,2,6,43,166,370,22,609,18.9,51,8.4,6.3,558,91.6,20.3,3651.1,15.7,305.8,3.4,3345.3,17,0,12,36,257.8,995.2,2218.2,131.9,0,94.5,-46.9,16.2,18.7,19.2,-17.7
Kent County,01/01/1981 12:00:00 AM,16954,1,2,6,44,140,368,20,581,-4.6,53,9.1,3.9,528,90.9,-5.4,3426.9,-6.1,312.6,2.2,3114.3,-6.9,5.9,11.8,35.4,259.5,825.8,2170.6,118,589.8,-1.6,-1.6,0.7,-17,-2.1,-10.6
Kent County,01/01/1982 12:00:00 AM,16970,0,2,2,42,137,400,16,599,3.1,46,7.7,-13.2,553,92.3,4.7,3529.8,3,271.1,-13.3,3258.7,4.6,0,11.8,11.8,247.5,807.3,2357.1,94.3,-100,-0.1,-66.7,-4.6,-2.2,8.6,-20.1
Kent County,01/01/1983 12:00:00 AM,17124,0,2,7,43,122,310,18,502,-16.2,52,10.4,13,450,89.6,-18.6,2931.6,-16.9,303.7,12,2627.9,-19.4,0,11.7,40.9,251.1,712.5,1810.3,105.1,0,-0.9,246.9,1.5,-11.7,-23.2,11.5
Kent County,01/01/1984 12:00:00 AM,16877,0,2,4,39,109,375,17,546,8.8,45,8.2,-13.5,501,91.8,11.3,3235.2,10.4,266.6,-12.2,2968.5,13,0,11.9,23.7,231.1,645.8,2222,100.7,0,1.5,-42,-8,-9.3,22.7,-4.2
Kent County,01/01/1985 12:00:00 AM,16864,0,4,4,58,127,322,22,537,-1.6,66,12.3,46.7,471,87.7,-6,3184.3,-1.6,391.4,46.8,2792.9,-5.9,0,23.7,23.7,343.9,753.1,1909.4,130.5,0,100.2,0.1,48.8,16.6,-14.1,29.5
Kent County,01/01/1986 12:00:00 AM,17127,1,10,3,44,168,292,18,536,-0.2,58,10.8,-12.1,478,89.2,1.5,3129.6,-1.7,338.6,-13.5,2790.9,-0.1,5.8,58.4,17.5,256.9,980.9,1704.9,105.1,583.9,146.2,-26.2,-25.3,30.3,-10.7,-19.4
Kent County,01/01/1987 12:00:00 AM,17171,0,7,4,31,105,295,18,460,-14.2,42,9.1,-27.6,418,90.9,-12.6,2678.9,-14.4,244.6,-27.8,2434.3,-12.8,0,40.8,23.3,180.5,611.5,1718,104.8,-100,-30.2,33,-29.7,-37.7,0.8,-0.3
Kent County,01/01/1988 12:00:00 AM,17410,1,2,3,34,90,238,16,384,-16.5,40,10.4,-4.8,344,89.6,-17.7,2205.6,-17.7,229.8,-6.1,1975.9,-18.8,5.7,11.5,17.2,195.3,516.9,1367,91.9,574.4,-71.8,-26,8.2,-15.5,-20.4,-12.3
Kent County,01/01/1989 12:00:00 AM,17266,2,3,6,36,108,237,22,414,7.8,47,11.4,17.5,367,88.6,6.7,2397.8,8.7,272.2,18.5,2125.6,7.6,11.6,17.4,34.8,208.5,625.5,1372.6,127.4,101.7,51.3,101.7,6.8,21,0.4,38.6
Kent County,01/01/1990 12:00:00 AM,17842,1,7,3,42,126,328,31,538,30,53,9.9,12.8,485,90.1,32.2,3015.4,25.8,297.1,9.1,2718.3,27.9,5.6,39.2,16.8,235.4,706.2,1838.4,173.7,-51.6,125.8,-51.6,12.9,12.9,33.9,36.4
Kent County,01/01/1991 12:00:00 AM,18134,0,5,5,49,135,270,14,478,-11.2,59,12.3,11.3,419,87.7,-13.6,2635.9,-12.6,325.4,9.5,2310.6,-15,0,27.6,27.6,270.2,744.5,1488.9,77.2,-100,-29.7,64,14.8,5.4,-19,-55.6
Kent County,01/01/1992 12:00:00 AM,18312,0,1,3,60,143,306,20,533,11.5,64,12,8.5,469,88,11.9,2910.7,10.4,349.5,7.4,2561.2,10.8,0,5.5,16.4,327.7,780.9,1671,109.2,0,-80.2,-40.6,21.3,4.9,12.2,41.5
Kent County,01/01/1993 12:00:00 AM,18550,0,5,9,71,155,278,23,541,1.5,85,15.7,32.8,456,84.3,-2.8,2916.4,0.2,458.2,31.1,2458.2,-4,0,27,48.5,382.7,835.6,1498.7,124,0,393.6,196.2,16.8,7,-10.3,13.5
Kent County,01/01/1994 12:00:00 AM,18702,1,6,7,61,116,248,17,456,-15.7,75,16.4,-11.8,381,83.6,-16.4,2438.2,-16.4,401,-12.5,2037.2,-17.1,5.3,32.1,37.4,326.2,620.3,1326.1,90.9,534.7,19,-22.9,-14.8,-25.8,-11.5,-26.7
Kent County,01/01/1995 12:00:00 AM,18820,0,6,2,77,126,321,31,563,23.5,85,15.1,13.3,478,84.9,25.5,2991.5,22.7,451.6,12.6,2539.9,24.7,0,31.9,10.6,409.1,669.5,1705.6,164.7,-100,-0.6,-71.6,25.4,7.9,28.6,81.2
Kent County,01/01/1996 12:00:00 AM,18931,0,1,4,53,108,230,8,404,-28.2,58,14.4,-31.8,346,85.6,-27.6,2134.1,-28.7,306.4,-32.2,1827.7,-28,0,5.3,21.1,280,570.5,1214.9,42.3,0,-83.4,98.8,-31.6,-14.8,-28.8,-74.3
Kent County,01/01/1997 12:00:00 AM,19012,1,4,7,44,113,208,19,396,-2,56,14.1,-3.4,340,85.9,-1.7,2082.9,-2.4,294.6,-3.9,1788.3,-2.2,5.3,21,36.8,231.4,594.4,1094,99.9,526,298.3,74.3,-17.3,4.2,-10,136.5
Kent County,01/01/1998 12:00:00 AM,19220,0,7,3,29,135,274,28,476,20.2,39,8.2,-30.4,437,91.8,28.5,2476.6,18.9,202.9,-31.1,2273.7,27.1,0,36.4,15.6,150.9,702.4,1425.6,145.7,-100,73.1,-57.6,-34.8,18.2,30.3,45.8
Kent County,01/01/1999 12:00:00 AM,19061,3,2,7,31,139,169,17,368,-22.7,43,11.7,10.3,325,88.3,-25.6,1930.6,-22,225.6,11.2,1705.1,-25,15.7,10.5,36.7,162.6,729.2,886.6,89.2,1573.9,-71.2,135.3,7.8,3.8,-37.8,-38.8
Kent County,01/01/2000 12:00:00 AM,19197,0,3,14,41,141,196,13,408,10.9,58,14.2,34.9,350,85.8,7.7,2125.3,10.1,302.1,33.9,1823.2,6.9,0,15.6,72.9,213.6,734.5,1021,67.7,-100,48.9,98.6,31.3,0.7,15.2,-24.1
Kent County,01/01/2001 12:00:00 AM,19482,0,7,10,43,112,209,19,400,-2,60,15,3.4,340,85,-2.9,2053.2,-3.4,308,1.9,1745.2,-4.3,0,35.9,51.3,220.7,574.9,1072.8,97.5,0,129.9,-29.6,3.3,-21.7,5.1,44
Kent County,01/01/2002 12:00:00 AM,19783,0,8,16,66,117,281,20,508,27,90,17.7,50,418,82.3,22.9,2567.9,25.1,454.9,47.7,2112.9,21.1,0,40.4,80.9,333.6,591.4,1420.4,101.1,0,12.5,57.6,51.2,2.9,32.4,3.7
Kent County,01/01/2003 12:00:00 AM,19795,0,7,10,61,77,196,21,372,-26.8,78,21,-13.3,294,79,-29.7,1879.3,-26.8,394,-13.4,1485.2,-29.7,0,35.4,50.5,308.2,389,990.1,106.1,0,-12.6,-37.5,-7.6,-34.2,-30.3,4.9
Kent County,01/01/2004 12:00:00 AM,19856,0,3,8,47,140,211,29,438,17.7,58,13.2,-25.6,380,86.8,29.3,2205.9,17.4,292.1,-25.9,1913.8,28.9,0,15.1,40.3,236.7,705.1,1062.7,146.1,0,-57.3,-20.2,-23.2,81.3,7.3,37.7
Kent County,01/01/2005 12:00:00 AM,19731,1,4,15,69,87,194,24,394,-10,89,22.6,53.4,305,77.4,-19.7,1996.9,-9.5,451.1,54.4,1545.8,-19.2,5.1,20.3,76,349.7,440.9,983.2,121.6,506.8,34.2,88.7,47.7,-37.5,-7.5,-16.7
Kent County,01/01/2006 12:00:00 AM,19954,0,2,15,59,125,249,17,467,18.5,76,16.3,-14.6,391,83.7,28.2,2340.4,17.2,380.9,-15.6,1959.5,26.8,0,10,75.2,295.7,626.4,1247.9,85.2,-100,-50.6,-1.1,-15.4,42.1,26.9,-30
Kent County,01/01/2007 12:00:00 AM,19926,0,2,11,67,141,201,12,434,-7.1,80,18.4,5.3,354,81.6,-9.5,2178.1,-6.9,401.5,5.4,1776.6,-9.3,0,10,55.2,336.2,707.6,1008.7,60.2,0,0.1,-26.6,13.7,13,-19.2,-29.3
Kent County,01/01/2008 12:00:00 AM,19936,1,7,19,86,158,234,25,530,22.1,113,21.3,41.3,417,78.7,17.8,2658.5,22.1,566.8,41.2,2091.7,17.7,5,35.1,95.3,431.4,792.5,1173.8,125.4,501.6,249.8,72.6,28.3,12,16.4,108.2
Kent County,01/01/2009 12:00:00 AM,20351,1,1,14,70,130,195,13,424,-20,86,20.3,-23.9,338,79.7,-18.9,2083.4,-21.6,422.6,-25.4,1660.9,-20.6,4.9,4.9,68.8,344,638.8,958.2,63.9,-2,-86,-27.8,-20.3,-19.4,-18.4,-49.1
Kent County,01/01/2010 12:00:00 AM,20464,0,3,13,36,134,212,21,419,-1.2,52,12.4,-39.5,367,87.6,8.6,2047.5,-1.7,254.1,-39.9,1793.4,8,0,14.7,63.5,175.9,654.8,1036,102.6,-100,198.3,-7.7,-48.9,2.5,8.1,60.6
Kent County,01/01/2011 12:00:00 AM,20388,0,3,9,53,165,209,16,455,8.6,65,14.3,25,390,85.7,6.3,2231.7,9,318.8,25.5,1912.9,6.7,0,14.7,44.1,260,809.3,1025.1,78.5,0,0.4,-30.5,47.8,23.6,-1,-23.5
Kent County,01/01/2012 12:00:00 AM,20399,0,7,21,57,113,234,9,441,-3.1,85,19.3,30.8,356,80.7,-8.7,2161.9,-3.1,416.7,30.7,1745.2,-8.8,0,34.3,102.9,279.4,553.9,1147.1,44.1,0,133.2,133.2,7.5,-31.6,11.9,-43.8
Kent County,01/01/2013 12:00:00 AM,20232,0,0,22,42,100,227,10,401,-9.1,64,16,-24.7,337,84,-5.3,1982,-8.3,316.3,-24.1,1665.7,-4.6,0,0,108.7,207.6,494.3,1122,49.4,0,-100,5.6,-25.7,-10.8,-2.2,12
Kent County,01/01/2014 12:00:00 AM,19915,0,1,6,39,125,210,5,386,-3.7,46,11.9,-28.1,340,88.1,0.9,1938.2,-2.2,231,-27,1707.3,2.5,0,5,30.1,195.8,627.7,1054.5,25.1,0,502.1,-72.3,-5.7,27,-6,-49.2
Kent County,01/01/2015 12:00:00 AM,19664,0,6,22,50,131,170,3,382,-1,78,20.4,69.6,304,79.6,-10.6,1942.6,0.2,396.7,71.7,1546,-9.4,0,30.5,111.9,254.3,666.2,864.5,15.3,0,507.7,271.3,29.8,6.1,-18,-39.2
Kent County,01/01/2016 12:00:00 AM,19592,0,3,14,24,89,158,6,294,-23,41,13.9,-47.4,253,86.1,-16.8,1500.6,-22.8,209.3,-47.2,1291.3,-9.4,0,15.3,71.5,122.5,454.3,806.5,30.6,0,-49.8,-36.1,-51.8,-31.8,-6.7,100.7
Montgomery County,01/01/1976 12:00:00 AM,570275,28,96,638,360,5584,15999,1655,24360,-6.6,1122,4.6,-0.8,23238,95.4,-6.9,4271.6,-6.4,196.7,-0.6,4074.9,-6.7,4.9,16.8,111.9,63.1,979.2,2805.5,290.2,33.6,4.6,-1.8,-1.7,-4.5,-6,-18.3
Montgomery County,01/01/1977 12:00:00 AM,575310,15,120,520,462,5766,16184,1739,24806,1.8,1117,4.5,-0.4,23689,95.5,1.9,4311.8,0.9,194.2,-1.3,4117.6,1,2.6,20.9,90.4,80.3,1002.2,2813.1,302.3,-46.9,23.9,-19.2,27.2,2.4,0.3,4.2
Montgomery County,01/01/1978 12:00:00 AM,582458,12,122,595,598,5932,17044,1731,26034,5,1327,5.1,18.8,24707,94.9,4.3,4469.7,3.7,227.8,17.3,4241.9,3,2.1,20.9,102.2,102.7,1018.4,2926.2,297.2,-21,0.4,13,27.8,1.6,4,-1.7
Montgomery County,01/01/1979 12:00:00 AM,576776,17,137,606,670,6522,20127,2163,30242,16.2,1430,4.7,7.8,28812,95.3,16.6,5243.3,17.3,247.9,8.8,4995.4,17.8,2.9,23.8,105.1,116.2,1130.8,3489.6,375,43.1,13.4,2.9,13.1,11,19.3,26.2
Montgomery County,01/01/1980 12:00:00 AM,574093,17,151,852,553,8348,19615,1938,31474,4.1,1573,5,10,29901,95,3.8,5482.4,4.6,274,10.5,5208.4,4.3,3,26.3,148.4,96.3,1454.1,3416.7,337.6,0.5,10.7,41.3,-17.1,28.6,-2.1,-10
Montgomery County,01/01/1981 12:00:00 AM,583513,13,167,955,733,7135,19958,2000,30961,-1.6,1868,6,18.8,29093,94,-2.7,5306,-3.2,320.1,16.8,4985.8,-4.3,2.2,28.6,163.7,125.6,1222.8,3420.3,342.8,-24.8,8.8,10.3,30.4,-15.9,0.1,1.5
Montgomery County,01/01/1982 12:00:00 AM,584061,20,173,729,879,5960,18052,1687,27500,-11.2,1801,6.5,-3.6,25699,93.5,-11.7,4708.4,-11.3,308.4,-3.7,4400.1,-11.7,3.4,29.6,124.8,150.5,1020.4,3090.8,288.8,53.7,3.5,-23.7,19.8,-16.5,-9.6,-15.7
Montgomery County,01/01/1983 12:00:00 AM,589400,16,132,665,716,5047,15391,1401,23368,-15,1529,6.5,-15.1,21839,93.5,-15,3964.7,-15.8,259.4,-15.9,3705.3,-15.8,2.7,22.4,112.8,121.5,856.3,2611.3,237.7,-20.7,-24.4,-9.6,-19.3,-16.1,-15.5,-17.7
Montgomery County,01/01/1984 12:00:00 AM,605398,14,146,636,845,5112,15899,1601,24253,3.8,1641,6.8,7.3,22612,93.2,3.5,4006.1,1,271.1,4.5,3735.1,0.8,2.3,24.1,105.1,139.6,844.4,2626.2,264.5,-14.8,7.7,-6.9,14.9,-1.4,0.6,11.3
Montgomery County,01/01/1985 12:00:00 AM,630126,12,127,728,892,5430,17007,1986,26182,8,1759,6.7,7.2,24423,93.3,8,4155,3.7,279.2,3,3875.9,3.8,1.9,20.2,115.5,141.6,861.7,2699,315.2,-17.6,-16.4,10,1.4,2.1,2.8,19.2
Montgomery County,01/01/1986 12:00:00 AM,640356,8,145,695,900,5010,18056,2291,27105,3.5,1748,6.4,-0.6,25357,93.6,3.8,4232.8,1.9,273,-2.2,3959.8,2.2,1.2,22.6,108.5,140.5,782.4,2819.7,357.8,-34.4,12.3,-6.1,-0.7,-9.2,4.5,13.5
Montgomery County,01/01/1987 12:00:00 AM,675886,17,173,738,928,5338,18950,2640,28784,6.2,1856,6.4,6.2,26928,93.6,6.2,4258.7,0.6,274.6,0.6,3984.1,0.6,2.5,25.6,109.2,137.3,789.8,2803.7,390.6,101.3,13,0.6,-2.3,0.9,-0.6,9.2
Montgomery County,01/01/1988 12:00:00 AM,702535,19,184,812,973,5529,19887,3218,30622,6.4,1988,6.5,7.1,28634,93.5,6.3,4358.8,2.4,283,3,4075.8,2.3,2.7,26.2,115.6,138.5,787,2830.7,458.1,7.5,2.3,5.9,0.9,-0.4,1,17.3
Montgomery County,01/01/1989 12:00:00 AM,715912,21,200,866,900,4505,18204,3010,27706,-9.5,1987,7.2,-0.1,25719,92.8,-10.2,3870,-11.2,277.5,-1.9,3592.5,-11.9,2.9,27.9,121,125.7,629.3,2542.8,420.4,8.5,6.7,4.7,-9.2,-20,-10.2,-8.2
Montgomery County,01/01/1990 12:00:00 AM,757027,25,204,863,1106,4973,20295,3023,30489,10,2198,7.2,10.6,28291,92.8,10,4027.5,4.1,290.3,4.6,3737.1,4,3.3,26.9,114,146.1,656.9,2680.9,399.3,12.6,-3.5,-5.8,16.2,4.4,5.4,-5
Montgomery County,01/01/1991 12:00:00 AM,769456,26,220,1045,1281,5263,23538,3378,34751,14,2572,7.4,17,32179,92.6,13.7,4516.3,12.1,334.3,15.1,4182,11.9,3.4,28.6,135.8,166.5,684,3059,439,2.3,6.1,19.1,14,4.1,14.1,9.9
Montgomery County,01/01/1992 12:00:00 AM,777056,21,189,993,1296,4971,22821,3134,33425,-3.8,2499,7.5,-2.8,30926,92.5,-3.9,4301.5,-4.8,321.6,-3.8,3979.9,-4.8,2.7,24.3,127.8,166.8,639.7,2936.9,403.3,-20,-14.9,-5.9,0.2,-6.5,-4,-8.1
Montgomery County,01/01/1993 12:00:00 AM,788643,30,212,903,1135,4648,21878,3159,31965,-4.4,2280,7.1,-8.8,29685,92.9,-4,4053.2,-5.8,289.1,-10.1,3764.1,-5.4,3.8,26.9,114.5,143.9,589.4,2774.1,400.6,40.8,10.5,-10.4,-13.7,-7.9,-5.5,-0.7
Montgomery County,01/01/1994 12:00:00 AM,795132,34,199,937,1145,4625,23696,3370,34006,6.4,2315,6.8,1.5,31691,93.2,6.8,4276.8,5.5,291.1,0.7,3985.6,5.9,4.3,25,117.8,144,581.7,2980.1,423.8,12.4,-6.9,2.9,0.1,-1.3,7.4,5.8
Montgomery County,01/01/1995 12:00:00 AM,808499,21,222,1088,1190,4817,24307,3388,35033,3,2521,7.2,8.9,32512,92.8,2.6,4333.1,1.3,311.8,7.1,4021.3,0.9,2.6,27.5,134.6,147.2,595.8,3006.4,419,-39.3,9.7,14.2,2.2,2.4,0.9,-1.1
Montgomery County,01/01/1996 12:00:00 AM,813307,13,160,1038,1075,4670,24449,3329,34734,-0.9,2286,6.6,-9.3,32448,93.4,-0.2,4270.7,-1.4,281.1,-9.9,3989.6,-0.8,1.6,19.7,127.6,132.2,574.2,3006.1,409.3,-38.5,-28.4,-5.2,-10.2,-3.6,0,-2.3
Montgomery County,01/01/1997 12:00:00 AM,822028,23,189,913,1171,4144,23014,3226,32680,-5.9,2296,7,0.4,30384,93,-6.4,3975.5,-6.9,279.3,-0.6,3696.2,-7.4,2.8,23,111.1,142.5,504.1,2799.7,392.4,75,16.9,-13,7.8,-12.2,-6.9,-4.1
Montgomery County,01/01/1998 12:00:00 AM,833420,13,167,796,1038,4218,22044,2815,31091,-4.9,2014,6.5,-12.3,29077,93.5,-4.3,3730.5,-6.2,241.7,-13.5,3488.9,-5.6,1.6,20,95.5,124.5,506.1,2645,337.8,-44.3,-12.8,-14,-12.6,0.4,-5.5,-13.9
Montgomery County,01/01/1999 12:00:00 AM,846910,13,136,713,830,3873,19017,2667,27249,-12.4,1692,6.2,-16,25557,93.8,-12.1,3217.5,-13.8,199.8,-17.3,3017.7,-13.5,1.5,16.1,84.2,98,457.3,2245.5,314.9,-1.6,-19.9,-11.9,-21.3,-9.6,-15.1,-6.8
Montgomery County,01/01/2000 12:00:00 AM,873341,12,177,813,871,3777,18990,2904,27544,1.1,1873,6.8,10.7,25671,93.2,0.4,3153.9,-2,214.5,7.3,2939.4,-2.6,1.4,20.3,93.1,99.7,432.5,2174.4,332.5,-10.5,26.2,10.6,1.8,-5.4,-3.2,5.6
Montgomery County,01/01/2001 12:00:00 AM,886314,19,146,895,912,3707,18970,3353,28002,1.7,1972,7,5.3,26030,93,1.4,3159.4,0.2,222.5,3.7,2936.9,-0.1,2.1,16.5,101,102.9,418.2,2140.3,378.3,56,-18.7,8.5,3.2,-3.3,-1.6,13.8
Montgomery County,01/01/2002 12:00:00 AM,899994,32,145,977,950,3996,19733,3958,29791,6.4,2104,7.1,6.7,27687,92.9,6.4,3310.1,4.8,233.8,5.1,3076.4,4.7,3.6,16.1,108.6,105.6,444,2192.6,439.8,65.9,-2.2,7.5,2.6,6.2,2.4,16.2
