"Respondent","WorkToolsSelect","LanguageRecommendationSelect","EmployerIndustry","WorkAlgorithmsSelect"
5922,"Amazon Web services,Orange,R,SQL,Other","R","Telecommunications","Bayesian Techniques,Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression,SVMs"
5923,"Microsoft SQL Server Data Mining,R,SAS Base,SQL","R","Insurance","Decision Trees,Regression/Logistic Regression"
5924,"Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,Python,SQL","R","Internet-based","Bayesian Techniques"
5925,"Hadoop/Hive/Pig,IBM Cognos,Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,Python,R,SQL,Tableau","R","Insurance","Decision Trees"
5926,"Python,R,SQL,Unix shell / awk","","Internet-based","Bayesian Techniques,Decision Trees,Evolutionary Approaches,Random Forests,Regression/Logistic Regression"
5927,"","","",""
5928,"Amazon Web services,Hadoop/Hive/Pig,Jupyter notebooks,Python,R,Spark / MLlib,SQL,Tableau,TensorFlow","","Internet-based","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
5929,"Microsoft Azure Machine Learning,Python,R,Tableau,TensorFlow","R","Government","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
5930,"","","Government",""
5931,"Amazon Web services,Google Cloud Compute,IBM SPSS Modeler,IBM Watson / Waton Analytics,Jupyter notebooks,NoSQL,Python,Spark / MLlib,SQL,TensorFlow,Unix shell / awk","Python","Mix of fields","CNNs,Decision Trees,Ensemble Methods,Evolutionary Approaches,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
5932,"Jupyter notebooks,Microsoft Azure Machine Learning,Python,SQL,TensorFlow","Python","Manufacturing","Bayesian Techniques,Decision Trees,Ensemble Methods,Regression/Logistic Regression,SVMs"
5933,"Amazon Web services,IBM Cognos,KNIME (free version),Microsoft Excel Data Mining,R,SAS Base,SQL,Tableau","Python","Financial","Regression/Logistic Regression"
5934,"Amazon Web services,Google Cloud Compute,Jupyter notebooks,Python,Spark / MLlib,TensorFlow,Unix shell / awk","Python","Internet-based","Ensemble Methods,Neural Networks"
5935,"Hadoop/Hive/Pig,IBM SPSS Modeler,IBM SPSS Statistics,Microsoft Excel Data Mining,Minitab,Oracle Data Mining/ Oracle R Enterprise,Python,R,SAS Base,SQL,Tableau","R","Other","Bayesian Techniques,Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
5936,"Java,MATLAB/Octave,Python,TensorFlow","Python","Technology","Decision Trees,Ensemble Methods,Neural Networks,Random Forests"
5937,"IBM Watson / Waton Analytics,NoSQL,Python,R","Python","Retail","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks"
5938,"Java,Python,SQL","Python","Government",""
5939,"Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,NoSQL,SAS Base,SAS Enterprise Miner,SQL,Tableau","R","Other","Decision Trees,Markov Logic Networks,Regression/Logistic Regression"
5940,"","","Technology",""
5941,"Python","Python","Financial",""
5942,"Java,Python,Salfrod Systems CART/MARS/TreeNet/RF/SPM,Unix shell / awk","Scala","Government","Evolutionary Approaches,Gradient Boosted Machines,SVMs"
5943,"Amazon Web services,Jupyter notebooks,Python,TensorFlow","Matlab","Technology","GANs,Neural Networks"
5944,"","","",""
5945,"C/C++,Java,Perl,Python,R,Unix shell / awk","C/C++/C#","Academic","Bayesian Techniques,Decision Trees,Neural Networks,SVMs"
5946,"C/C++,Jupyter notebooks,Python,TensorFlow","Python","Mix of fields","CNNs,Neural Networks"
5947,"Amazon Web services,Hadoop/Hive/Pig,Jupyter notebooks,Python,R,Spark / MLlib,Unix shell / awk","Python","Technology","Gradient Boosted Machines,Random Forests"
5948,"","","",""
5949,"C/C++,Python,R,SQL,TensorFlow","Python","Academic","CNNs,Neural Networks,Regression/Logistic Regression,RNNs,SVMs"
5950,"Hadoop/Hive/Pig,NoSQL,Python,R,SAS Base,SQL","R","Telecommunications","Decision Trees,Random Forests,Regression/Logistic Regression"
5951,"Java,R,SAS Base,SAS Enterprise Miner,SQL","R","Financial","Decision Trees,Regression/Logistic Regression,SVMs"
5952,"SAS Base,SAS Enterprise Miner,SAS JMP","Python","Mix of fields","Other"
5953,"Amazon Machine Learning,Microsoft SQL Server Data Mining","C/C++/C#","Telecommunications","Markov Logic Networks,Neural Networks"
5954,"","","Other",""
5955,"","","Technology",""
5956,"C/C++,Hadoop/Hive/Pig,Julia,Jupyter notebooks,Python,R","Python","Academic","Bayesian Techniques,Decision Trees,Gradient Boosted Machines,Regression/Logistic Regression"
5957,"Microsoft Excel Data Mining,Python,R,Spark / MLlib","R","Financial","Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression"
5958,"Python,R","Python","Internet-based","Decision Trees,SVMs"
5959,"Python","","Academic",""
5960,"C/C++,Cloudera,Flume,Hadoop/Hive/Pig,IBM Cognos,Java,Julia,Jupyter notebooks,MATLAB/Octave,Microsoft SQL Server Data Mining,Minitab,NoSQL,Python,QlikView,R,SAS Base,SAS Enterprise Miner,SAS JMP,Spark / MLlib,SQL,Tableau,TIBCO Spotfire","Python","Insurance","CNNs,Decision Trees,Ensemble Methods,Gradient Boosted Machines,HMMs,Neural Networks,Random Forests,SVMs"
5961,"Amazon Web services,Julia,Jupyter notebooks,NoSQL,Python,Spark / MLlib,SQL,TensorFlow","Python","Government","Bayesian Techniques,Decision Trees,Neural Networks,Random Forests,SVMs"
5962,"Hadoop/Hive/Pig,Python,R,SAS Base,SQL","R","Retail","Decision Trees,Regression/Logistic Regression"
5963,"Jupyter notebooks,Python,SAS JMP,SQL,Tableau,TensorFlow","Python","Military/Security","CNNs,Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression"
5964,"Java,R,SQL","R","Academic","Regression/Logistic Regression"
5965,"","","",""
5966,"Amazon Web services,Jupyter notebooks,MATLAB/Octave,Python,Spark / MLlib,TensorFlow,Other","Python","Other","RNNs"
5967,"Java,Jupyter notebooks,Python,R,SQL","Python","Technology",""
5968,"Python,TensorFlow","Python","Financial","CNNs,Ensemble Methods,Gradient Boosted Machines"
5969,"Amazon Machine Learning,Amazon Web services,Flume,Hadoop/Hive/Pig,Java,MATLAB/Octave,Microsoft Excel Data Mining,NoSQL,Perl,Python,R,Spark / MLlib,SQL,Tableau,TensorFlow,Unix shell / awk","Python","Internet-based","Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,Evolutionary Approaches,GANs,Gradient Boosted Machines,HMMs,Markov Logic Networks,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
5970,"","","",""
5971,"Amazon Web services,NoSQL,Python","Java","Technology","Bayesian Techniques"
5972,"C/C++,MATLAB/Octave,Python,TensorFlow,Unix shell / awk","Python","Academic","Neural Networks"
5973,"Jupyter notebooks,MATLAB/Octave,Microsoft Azure Machine Learning,NoSQL,Python,QlikView,R,Spark / MLlib,SQL","R","Financial","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
5974,"Python,R,SAS Base","Python","Insurance","Regression/Logistic Regression"
5975,"C/C++,Orange,Perl,Python,R,Spark / MLlib,SQL,TensorFlow","Python","Financial","Decision Trees,Gradient Boosted Machines,HMMs,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
5976,"Jupyter notebooks,Python,R,SQL,Tableau","SQL","Other",""
5977,"Amazon Web services,Jupyter notebooks,MATLAB/Octave,Python,R,SAS Base,SQL,Tableau","Python","Manufacturing","Gradient Boosted Machines"
5978,"","","Technology",""
5979,"Google Cloud Compute,Jupyter notebooks,Mathematica,TensorFlow","Python","Technology","CNNs,GANs,Neural Networks"
5980,"Microsoft Azure Machine Learning,Microsoft SQL Server Data Mining,NoSQL,Python,R,SAP BusinessObjects Predictive Analytics","R","Academic","Bayesian Techniques,Decision Trees,Random Forests,Regression/Logistic Regression"
5981,"Hadoop/Hive/Pig,Impala,R,Unix shell / awk","R","Telecommunications","Decision Trees,Regression/Logistic Regression,SVMs"
5982,"Jupyter notebooks,Python,TensorFlow","Python","Technology","Decision Trees,Ensemble Methods,Random Forests"
5983,"C/C++,MATLAB/Octave,Python,TensorFlow","","Mix of fields","CNNs,Decision Trees,Ensemble Methods,Evolutionary Approaches,Neural Networks,SVMs"
5984,"Amazon Machine Learning,Amazon Web services,Google Cloud Compute,Jupyter notebooks,Python,R","","Technology","Bayesian Techniques,CNNs,Neural Networks,RNNs"
5985,"","","",""
5986,"Amazon Web services,C/C++,Google Cloud Compute,Java,Microsoft R Server (Formerly Revolution Analytics),NoSQL,Python,R,Spark / MLlib,SQL,TensorFlow,Unix shell / awk","R","Retail","Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
5987,"SQL,Tableau","Python","Telecommunications",""
5988,"Amazon Web services,Jupyter notebooks,Python,TensorFlow","Python","Mix of fields","CNNs,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
5989,"Amazon Web services,Jupyter notebooks,MATLAB/Octave,Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,Python,QlikView,R,Tableau","R","Manufacturing","Bayesian Techniques,Gradient Boosted Machines,Regression/Logistic Regression"
5990,"Cloudera,Flume,Impala,Java,MATLAB/Octave,Spark / MLlib,SQL,TensorFlow","Scala","Mix of fields","Neural Networks"
5991,"R,Unix shell / awk","R","Academic","HMMs,Regression/Logistic Regression"
5992,"","","",""
5993,"NoSQL,Python,Spark / MLlib","Python","Internet-based","Decision Trees,Ensemble Methods,Random Forests"
5994,"C/C++,Java,Mathematica,R","R","Academic","Evolutionary Approaches,GANs,Regression/Logistic Regression,SVMs"
5995,"Amazon Web services,Flume,Hadoop/Hive/Pig,Jupyter notebooks,MATLAB/Octave,Microsoft Excel Data Mining,Perl,Python,R,SQL,Unix shell / awk","Python","Government","Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,HMMs,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
5996,"IBM SPSS Statistics,Python,R,SAS Base,SAS Enterprise Miner","","Government","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,SVMs"
5997,"","","",""
5998,"MATLAB/Octave,Python,R,SQL","Python","Academic","Regression/Logistic Regression"
5999,"","","",""
6000,"C/C++,Java,Mathematica,MATLAB/Octave,NoSQL,Python,SQL,Unix shell / awk","","Academic","Markov Logic Networks,Neural Networks"
6001,"","","",""
6002,"Jupyter notebooks,Python,Spark / MLlib,TensorFlow","Python","Technology","Random Forests,Regression/Logistic Regression"
6003,"MATLAB/Octave,Minitab,Python,R,Statistica (Quest/Dell-formerly Statsoft)","Python","Academic","Ensemble Methods,Gradient Boosted Machines,SVMs"
6004,"Jupyter notebooks,MATLAB/Octave,NoSQL,Python,SQL","Python","Academic","CNNs,Evolutionary Approaches,Random Forests,SVMs"
6005,"Flume,Hadoop/Hive/Pig,IBM SPSS Modeler,Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,R,RapidMiner (free version),SQL,Tableau","","Technology","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
6006,"Python","Python","Internet-based","Neural Networks"
6007,"Jupyter notebooks,Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,NoSQL,Orange,Python,SQL","Python","Insurance","Bayesian Techniques,Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
6008,"Amazon Web services,Google Cloud Compute,IBM Cognos,IBM SPSS Modeler,IBM SPSS Statistics,IBM Watson / Waton Analytics,Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,QlikView,R,SQL,Tableau","Python","Technology","Decision Trees,Regression/Logistic Regression"
6009,"Jupyter notebooks,NoSQL,Python,SQL,Unix shell / awk","Python","Other","HMMs,Regression/Logistic Regression"
6010,"","","Military/Security",""
6011,"C/C++,Jupyter notebooks,Perl,Python,R,TensorFlow,Unix shell / awk","","Telecommunications","Bayesian Techniques,Evolutionary Approaches,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs"
6012,"Jupyter notebooks,MATLAB/Octave,Python","Python","Academic","CNNs,Ensemble Methods,Gradient Boosted Machines"
6013,"Jupyter notebooks,NoSQL,Python,SQL,Tableau","SQL","Internet-based","Gradient Boosted Machines,Regression/Logistic Regression"
6014,"Jupyter notebooks,Python,QlikView,TensorFlow","Python","Retail","Bayesian Techniques,Neural Networks"
6015,"Amazon Web services,Python,R","Python","Internet-based","Bayesian Techniques,Decision Trees,Random Forests,Regression/Logistic Regression,SVMs"
6016,"Amazon Web services,Cloudera,Flume,Hadoop/Hive/Pig,Impala,Java,Jupyter notebooks,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,Python,R,RapidMiner (free version),Spark / MLlib,SQL,Tableau,Unix shell / awk","R","Technology","Regression/Logistic Regression"
6017,"Microsoft Excel Data Mining,RapidMiner (free version),SQL","Python","Financial","Other"
6018,"Microsoft Excel Data Mining,Perl,R,SAS Base","R","Retail","Bayesian Techniques"
6019,"","","Telecommunications",""
6020,"Cloudera,Hadoop/Hive/Pig,IBM Watson / Waton Analytics,Impala,Jupyter notebooks,Microsoft Excel Data Mining,Python,QlikView,R,Spark / MLlib,SQL,Tableau,TensorFlow","R","Mix of fields","Decision Trees,Ensemble Methods,Evolutionary Approaches,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
6021,"Hadoop/Hive/Pig,IBM Watson / Waton Analytics,Impala,Java,Jupyter notebooks,KNIME (free version),NoSQL,Python,Spark / MLlib,SQL,TensorFlow,Unix shell / awk","C/C++/C#","Financial","Decision Trees,Neural Networks,Random Forests,SVMs"
6022,"IBM Watson / Waton Analytics,Jupyter notebooks,Python,Spark / MLlib,SQL,Unix shell / awk","","Technology",""
6023,"","","Financial",""
6024,"Amazon Web services,C/C++,Jupyter notebooks,MATLAB/Octave,Python,R,Tableau,TensorFlow","Python","Other","CNNs,Evolutionary Approaches,Neural Networks,Regression/Logistic Regression,RNNs"
6025,"C/C++,Julia,Jupyter notebooks,Mathematica,Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),Python,R,Stan,Tableau","Python","Mix of fields","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Markov Logic Networks,Random Forests"
6026,"KNIME (free version),R","Python","Other","Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,Other"
6027,"Minitab,SAS Base","Python","Pharmaceutical","Regression/Logistic Regression"
6028,"MATLAB/Octave,Python,Unix shell / awk","","Military/Security",""
6029,"R,Tableau,Other","R","Mix of fields","Bayesian Techniques,Regression/Logistic Regression"
6030,"Amazon Web services,Google Cloud Compute,Hadoop/Hive/Pig,Jupyter notebooks,NoSQL,Python,R,Spark / MLlib,SQL,TensorFlow,Unix shell / awk","Python","Retail","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
6031,"MATLAB/Octave,Microsoft Azure Machine Learning,Python,SQL","Python","Internet-based","Regression/Logistic Regression"
6032,"C/C++,MATLAB/Octave,Python,TensorFlow,Other,Other","Python","Academic","CNNs,HMMs,Neural Networks"
6033,"Other","Python","Telecommunications","Regression/Logistic Regression"
6034,"Microsoft Excel Data Mining,QlikView,R","R","Manufacturing","Other"
6035,"Oracle Data Mining/ Oracle R Enterprise,Python,SQL,Tableau","Python","Other","Other"
6036,"Jupyter notebooks,Microsoft Azure Machine Learning,Python,RapidMiner (free version)","Python","Technology","CNNs,Neural Networks,RNNs,SVMs"
6037,"Jupyter notebooks,Python","Python","Financial","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
6038,"C/C++,Cloudera,Hadoop/Hive/Pig,Java,Jupyter notebooks,NoSQL,Oracle Data Mining/ Oracle R Enterprise,Python,R,SQL,Unix shell / awk","Python","Technology","Decision Trees,Evolutionary Approaches,Neural Networks,Random Forests"
6039,"IBM SPSS Modeler,Minitab,Python,R,SQL,Tableau,TIBCO Spotfire","Python","Manufacturing","Decision Trees,Neural Networks"
6040,"Jupyter notebooks,Python,SQL","Python","Mix of fields","Ensemble Methods,Random Forests"
6041,"Hadoop/Hive/Pig,Jupyter notebooks,Python,Spark / MLlib,SQL","Python","Internet-based","Decision Trees,Random Forests,Regression/Logistic Regression,SVMs"
6042,"Jupyter notebooks,Python,R,Spark / MLlib,SQL","R","Non-profit","Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
6043,"","","",""
6044,"C/C++,MATLAB/Octave,Python,TensorFlow,Unix shell / awk","Python","Government","CNNs,Decision Trees,Neural Networks"
6045,"Microsoft R Server (Formerly Revolution Analytics),R,SAS Base,SAS Enterprise Miner","R","Financial","Decision Trees,Regression/Logistic Regression"
6046,"Julia,MATLAB/Octave,Oracle Data Mining/ Oracle R Enterprise,R,SAS Base,SAS Enterprise Miner,Unix shell / awk","R","Other","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
6047,"Amazon Web services,Jupyter notebooks,NoSQL,Python,SQL,TensorFlow","Python","Internet-based","CNNs,Neural Networks,RNNs"
6048,"C/C++,Hadoop/Hive/Pig,Java,Jupyter notebooks,Mathematica,MATLAB/Octave,Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,Orange,Python,R,SQL,TensorFlow,Unix shell / awk","Python","Mix of fields","Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,Evolutionary Approaches,GANs,Gradient Boosted Machines,HMMs,Markov Logic Networks,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs,Other"
6049,"","","",""
6050,"","","Academic",""
6051,"","","Technology",""
6052,"Amazon Web services,Jupyter notebooks,Microsoft Excel Data Mining,Python,R,Tableau,Other","R","Military/Security","Other"
